Fytoken,Symbol Details,Exchange Instrument type,Minimum lot size,Tick size,ISIN,Last update date,Expiry date,Symbol ticker,Exchange,Segment,Scrip code,Underlying scrip code,Strike price,Option type
101123072069271,NIFTY 23 Jul 20 15950 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372015950CE,10,11,69271,NIFTY,15950.0,CE
101123072069272,NIFTY 23 Jul 20 15950 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372015950PE,10,11,69272,NIFTY,15950.0,PE
101123072069292,NIFTY 23 Jul 20 16000 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016000PE,10,11,69292,NIFTY,16000.0,PE
101123072069281,NIFTY 23 Jul 20 16000 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016000CE,10,11,69281,NIFTY,16000.0,CE
101123072069429,NIFTY 23 Jul 20 16050 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016050PE,10,11,69429,NIFTY,16050.0,PE
101123072069428,NIFTY 23 Jul 20 16050 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016050CE,10,11,69428,NIFTY,16050.0,CE
101123072069431,NIFTY 23 Jul 20 16100 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016100PE,10,11,69431,NIFTY,16100.0,PE
101123072069430,NIFTY 23 Jul 20 16100 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016100CE,10,11,69430,NIFTY,16100.0,CE
101123072069432,NIFTY 23 Jul 20 16150 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016150CE,10,11,69432,NIFTY,16150.0,CE
101123072069433,NIFTY 23 Jul 20 16150 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016150PE,10,11,69433,NIFTY,16150.0,PE
101123072069435,NIFTY 23 Jul 20 16200 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016200PE,10,11,69435,NIFTY,16200.0,PE
101123072069434,NIFTY 23 Jul 20 16200 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016200CE,10,11,69434,NIFTY,16200.0,CE
101123072069437,NIFTY 23 Jul 20 16250 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016250PE,10,11,69437,NIFTY,16250.0,PE
101123072069436,NIFTY 23 Jul 20 16250 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016250CE,10,11,69436,NIFTY,16250.0,CE
101123072069438,NIFTY 23 Jul 20 16300 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016300CE,10,11,69438,NIFTY,16300.0,CE
101123072069439,NIFTY 23 Jul 20 16300 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016300PE,10,11,69439,NIFTY,16300.0,PE
101123072069440,NIFTY 23 Jul 20 16350 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016350CE,10,11,69440,NIFTY,16350.0,CE
101123072069441,NIFTY 23 Jul 20 16350 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016350PE,10,11,69441,NIFTY,16350.0,PE
101123072069443,NIFTY 23 Jul 20 16400 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016400PE,10,11,69443,NIFTY,16400.0,PE
101123072069442,NIFTY 23 Jul 20 16400 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016400CE,10,11,69442,NIFTY,16400.0,CE
101123072069444,NIFTY 23 Jul 20 16450 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016450CE,10,11,69444,NIFTY,16450.0,CE
101123072069445,NIFTY 23 Jul 20 16450 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016450PE,10,11,69445,NIFTY,16450.0,PE
101123072069446,NIFTY 23 Jul 20 16500 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016500CE,10,11,69446,NIFTY,16500.0,CE
101123072069447,NIFTY 23 Jul 20 16500 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016500PE,10,11,69447,NIFTY,16500.0,PE
101123072069454,NIFTY 23 Jul 20 16550 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016550CE,10,11,69454,NIFTY,16550.0,CE
101123072069455,NIFTY 23 Jul 20 16550 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016550PE,10,11,69455,NIFTY,16550.0,PE
101123072070397,NIFTY 23 Jul 20 16600 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016600CE,10,11,70397,NIFTY,16600.0,CE
101123072070398,NIFTY 23 Jul 20 16600 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016600PE,10,11,70398,NIFTY,16600.0,PE
101123072070399,NIFTY 23 Jul 20 16650 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016650CE,10,11,70399,NIFTY,16650.0,CE
101123072070400,NIFTY 23 Jul 20 16650 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016650PE,10,11,70400,NIFTY,16650.0,PE
101123072070402,NIFTY 23 Jul 20 16700 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016700PE,10,11,70402,NIFTY,16700.0,PE
101123072070401,NIFTY 23 Jul 20 16700 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016700CE,10,11,70401,NIFTY,16700.0,CE
101123072070404,NIFTY 23 Jul 20 16750 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016750PE,10,11,70404,NIFTY,16750.0,PE
101123072070403,NIFTY 23 Jul 20 16750 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016750CE,10,11,70403,NIFTY,16750.0,CE
101123072070405,NIFTY 23 Jul 20 16800 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016800CE,10,11,70405,NIFTY,16800.0,CE
101123072070406,NIFTY 23 Jul 20 16800 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016800PE,10,11,70406,NIFTY,16800.0,PE
101123072070407,NIFTY 23 Jul 20 16850 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016850CE,10,11,70407,NIFTY,16850.0,CE
101123072070408,NIFTY 23 Jul 20 16850 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016850PE,10,11,70408,NIFTY,16850.0,PE
101123072070409,NIFTY 23 Jul 20 16900 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016900CE,10,11,70409,NIFTY,16900.0,CE
101123072070410,NIFTY 23 Jul 20 16900 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016900PE,10,11,70410,NIFTY,16900.0,PE
101123072070412,NIFTY 23 Jul 20 16950 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016950PE,10,11,70412,NIFTY,16950.0,PE
101123072070411,NIFTY 23 Jul 20 16950 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372016950CE,10,11,70411,NIFTY,16950.0,CE
101123072070413,NIFTY 23 Jul 20 17000 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017000CE,10,11,70413,NIFTY,17000.0,CE
101123072070414,NIFTY 23 Jul 20 17000 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017000PE,10,11,70414,NIFTY,17000.0,PE
101123072070428,NIFTY 23 Jul 20 17050 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017050CE,10,11,70428,NIFTY,17050.0,CE
101123072070429,NIFTY 23 Jul 20 17050 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017050PE,10,11,70429,NIFTY,17050.0,PE
101123072070435,NIFTY 23 Jul 20 17100 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017100CE,10,11,70435,NIFTY,17100.0,CE
101123072070436,NIFTY 23 Jul 20 17100 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017100PE,10,11,70436,NIFTY,17100.0,PE
101123072070437,NIFTY 23 Jul 20 17150 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017150CE,10,11,70437,NIFTY,17150.0,CE
101123072070438,NIFTY 23 Jul 20 17150 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017150PE,10,11,70438,NIFTY,17150.0,PE
101123072070439,NIFTY 23 Jul 20 17200 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017200CE,10,11,70439,NIFTY,17200.0,CE
101123072070440,NIFTY 23 Jul 20 17200 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017200PE,10,11,70440,NIFTY,17200.0,PE
101123072070441,NIFTY 23 Jul 20 17250 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017250CE,10,11,70441,NIFTY,17250.0,CE
101123072070442,NIFTY 23 Jul 20 17250 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017250PE,10,11,70442,NIFTY,17250.0,PE
101123072070455,NIFTY 23 Jul 20 17300 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017300PE,10,11,70455,NIFTY,17300.0,PE
101123072070443,NIFTY 23 Jul 20 17300 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017300CE,10,11,70443,NIFTY,17300.0,CE
101123072070459,NIFTY 23 Jul 20 17350 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017350CE,10,11,70459,NIFTY,17350.0,CE
101123072070460,NIFTY 23 Jul 20 17350 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017350PE,10,11,70460,NIFTY,17350.0,PE
101123072070462,NIFTY 23 Jul 20 17400 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017400PE,10,11,70462,NIFTY,17400.0,PE
101123072070461,NIFTY 23 Jul 20 17400 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017400CE,10,11,70461,NIFTY,17400.0,CE
101123072070463,NIFTY 23 Jul 20 17450 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017450CE,10,11,70463,NIFTY,17450.0,CE
101123072070464,NIFTY 23 Jul 20 17450 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017450PE,10,11,70464,NIFTY,17450.0,PE
101123072070467,NIFTY 23 Jul 20 17500 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017500CE,10,11,70467,NIFTY,17500.0,CE
101123072070468,NIFTY 23 Jul 20 17500 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017500PE,10,11,70468,NIFTY,17500.0,PE
101123072070469,NIFTY 23 Jul 20 17550 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017550CE,10,11,70469,NIFTY,17550.0,CE
101123072070470,NIFTY 23 Jul 20 17550 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017550PE,10,11,70470,NIFTY,17550.0,PE
101123072070471,NIFTY 23 Jul 20 17600 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017600CE,10,11,70471,NIFTY,17600.0,CE
101123072070472,NIFTY 23 Jul 20 17600 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017600PE,10,11,70472,NIFTY,17600.0,PE
101123072070473,NIFTY 23 Jul 20 17650 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017650CE,10,11,70473,NIFTY,17650.0,CE
101123072070474,NIFTY 23 Jul 20 17650 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017650PE,10,11,70474,NIFTY,17650.0,PE
101123072070476,NIFTY 23 Jul 20 17700 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017700PE,10,11,70476,NIFTY,17700.0,PE
101123072070475,NIFTY 23 Jul 20 17700 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017700CE,10,11,70475,NIFTY,17700.0,CE
101123072070477,NIFTY 23 Jul 20 17750 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017750CE,10,11,70477,NIFTY,17750.0,CE
101123072070478,NIFTY 23 Jul 20 17750 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017750PE,10,11,70478,NIFTY,17750.0,PE
101123072070479,NIFTY 23 Jul 20 17800 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017800CE,10,11,70479,NIFTY,17800.0,CE
101123072070480,NIFTY 23 Jul 20 17800 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017800PE,10,11,70480,NIFTY,17800.0,PE
101123072070481,NIFTY 23 Jul 20 17850 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017850CE,10,11,70481,NIFTY,17850.0,CE
101123072070482,NIFTY 23 Jul 20 17850 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017850PE,10,11,70482,NIFTY,17850.0,PE
101123072070486,NIFTY 23 Jul 20 17900 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017900CE,10,11,70486,NIFTY,17900.0,CE
101123072070496,NIFTY 23 Jul 20 17900 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017900PE,10,11,70496,NIFTY,17900.0,PE
101123072070497,NIFTY 23 Jul 20 17950 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017950CE,10,11,70497,NIFTY,17950.0,CE
101123072070508,NIFTY 23 Jul 20 17950 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372017950PE,10,11,70508,NIFTY,17950.0,PE
101123072070509,NIFTY 23 Jul 20 18000 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018000CE,10,11,70509,NIFTY,18000.0,CE
101123072070510,NIFTY 23 Jul 20 18000 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018000PE,10,11,70510,NIFTY,18000.0,PE
101123072070514,NIFTY 23 Jul 20 18050 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018050PE,10,11,70514,NIFTY,18050.0,PE
101123072070511,NIFTY 23 Jul 20 18050 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018050CE,10,11,70511,NIFTY,18050.0,CE
101123072070515,NIFTY 23 Jul 20 18100 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018100CE,10,11,70515,NIFTY,18100.0,CE
101123072070516,NIFTY 23 Jul 20 18100 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018100PE,10,11,70516,NIFTY,18100.0,PE
101123072070517,NIFTY 23 Jul 20 18150 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018150CE,10,11,70517,NIFTY,18150.0,CE
101123072070518,NIFTY 23 Jul 20 18150 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018150PE,10,11,70518,NIFTY,18150.0,PE
101123072070520,NIFTY 23 Jul 20 18200 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018200PE,10,11,70520,NIFTY,18200.0,PE
101123072070519,NIFTY 23 Jul 20 18200 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018200CE,10,11,70519,NIFTY,18200.0,CE
101123072070521,NIFTY 23 Jul 20 18250 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018250CE,10,11,70521,NIFTY,18250.0,CE
101123072070522,NIFTY 23 Jul 20 18250 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018250PE,10,11,70522,NIFTY,18250.0,PE
101123072070523,NIFTY 23 Jul 20 18300 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018300CE,10,11,70523,NIFTY,18300.0,CE
101123072070524,NIFTY 23 Jul 20 18300 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018300PE,10,11,70524,NIFTY,18300.0,PE
101123072070526,NIFTY 23 Jul 20 18350 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018350PE,10,11,70526,NIFTY,18350.0,PE
101123072070525,NIFTY 23 Jul 20 18350 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018350CE,10,11,70525,NIFTY,18350.0,CE
101123072070527,NIFTY 23 Jul 20 18400 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018400CE,10,11,70527,NIFTY,18400.0,CE
101123072070528,NIFTY 23 Jul 20 18400 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018400PE,10,11,70528,NIFTY,18400.0,PE
101123072070529,NIFTY 23 Jul 20 18450 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018450CE,10,11,70529,NIFTY,18450.0,CE
101123072070530,NIFTY 23 Jul 20 18450 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018450PE,10,11,70530,NIFTY,18450.0,PE
101123072070531,NIFTY 23 Jul 20 18500 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018500CE,10,11,70531,NIFTY,18500.0,CE
101123072070713,NIFTY 23 Jul 20 18500 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018500PE,10,11,70713,NIFTY,18500.0,PE
101123072070714,NIFTY 23 Jul 20 18550 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018550CE,10,11,70714,NIFTY,18550.0,CE
101123072070966,NIFTY 23 Jul 20 18550 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018550PE,10,11,70966,NIFTY,18550.0,PE
101123072070968,NIFTY 23 Jul 20 18600 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018600PE,10,11,70968,NIFTY,18600.0,PE
101123072070967,NIFTY 23 Jul 20 18600 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018600CE,10,11,70967,NIFTY,18600.0,CE
101123072070976,NIFTY 23 Jul 20 18650 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018650PE,10,11,70976,NIFTY,18650.0,PE
101123072070975,NIFTY 23 Jul 20 18650 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018650CE,10,11,70975,NIFTY,18650.0,CE
101123072070977,NIFTY 23 Jul 20 18700 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018700CE,10,11,70977,NIFTY,18700.0,CE
101123072072116,NIFTY 23 Jul 20 18700 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018700PE,10,11,72116,NIFTY,18700.0,PE
101123072072117,NIFTY 23 Jul 20 18750 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018750CE,10,11,72117,NIFTY,18750.0,CE
101123072072120,NIFTY 23 Jul 20 18750 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018750PE,10,11,72120,NIFTY,18750.0,PE
101123072072121,NIFTY 23 Jul 20 18800 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018800CE,10,11,72121,NIFTY,18800.0,CE
101123072072122,NIFTY 23 Jul 20 18800 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018800PE,10,11,72122,NIFTY,18800.0,PE
101123072072153,NIFTY 23 Jul 20 18850 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018850CE,10,11,72153,NIFTY,18850.0,CE
101123072072154,NIFTY 23 Jul 20 18850 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018850PE,10,11,72154,NIFTY,18850.0,PE
101123072072156,NIFTY 23 Jul 20 18900 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018900PE,10,11,72156,NIFTY,18900.0,PE
101123072072155,NIFTY 23 Jul 20 18900 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018900CE,10,11,72155,NIFTY,18900.0,CE
101123072072158,NIFTY 23 Jul 20 18950 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018950CE,10,11,72158,NIFTY,18950.0,CE
101123072072159,NIFTY 23 Jul 20 18950 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372018950PE,10,11,72159,NIFTY,18950.0,PE
101123072072190,NIFTY 23 Jul 20 19000 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019000CE,10,11,72190,NIFTY,19000.0,CE
101123072072191,NIFTY 23 Jul 20 19000 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019000PE,10,11,72191,NIFTY,19000.0,PE
101123072072192,NIFTY 23 Jul 20 19050 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019050CE,10,11,72192,NIFTY,19050.0,CE
101123072072193,NIFTY 23 Jul 20 19050 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019050PE,10,11,72193,NIFTY,19050.0,PE
101123072072195,NIFTY 23 Jul 20 19100 PE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019100PE,10,11,72195,NIFTY,19100.0,PE
101123072072194,NIFTY 23 Jul 20 19100 CE,14,50,0.05,0915-1530|1815-1915:,2023-07-13,2023-07-20,NSE:NIFTY2372019100CE,10,11,72194,NIFTY,19100.0,CE
